Laura,102,5
Laura,222,5
Laura,232,5
Laura,242,5
Laura,336,5
Laura,358,5
Laura,387,5
Laura,436,5
Laura,468,3
Laura,505,3
Laura,547,5
Impostor,388,4
Paprika,388,4
Boogie Nights,388,3
