Bad Boys II,Martin Lawrence,Will Smith,Jordi Molla,Gabrielle Union,Peter Stormare,Theresa Randle,Joe Pantoliano,Michael Shannon,Jon Seda,Yul Vazquez,Henry Rollins,Antoni Corone,Oleg Taktarov,Michael Bay,Ron Madoff,Peter Donald Badalamenti II
S.W.A.T.,Samuel L. Jackson,Colin Farrell,Michelle Rodriguez,LL Cool J,Josh Charles,Jeremy Renner,Brian Van Holt,Olivier Martinez,Reg E. Cathey,Domenick Lombardozzi,James DuMont,Denis Arndt,Octavia Spencer
The Guardian,Kevin Costner,Ashton Kutcher,Sela Ward,Omari Hardwick,Clancy Brown,Neal McDonough,Damon Lipari,Travis Willingham
2 Fast 2 Furious,Paul Walker,Tyrese Gibson,Eva Mendes,Cole Hauser,Ludacris,James Remar,Devon Aoki,Thom Barry,Amaury Nolasco,Michael Ealy,Mark Boone Junior,Mo Gallini,John Cenatiempo,Troy Brown,Troy Robinson,Kerry Rossall,Marc Macaulay
Speed,Keanu Reeves,Dennis Hopper,Sandra Bullock,Joe Morton,Jeff Daniels,Alan Ruck,Glenn Plummer,Richard Lineback,Beth Grant,Jordan Lund,Patrick Fischler,Susan Barnes,Beau Starr,John Capodice,Thomas Rosales Jr.,James DuMont,Richard Schiff,Sandy Martin
Mr. & Mrs. Smith,Angelina Jolie,Brad Pitt,Vince Vaughn,Adam Brody,Kerry Washington,Keith David,Michelle Monaghan,Jennifer Morrison,Perrey Reeves
